ranking,full name,ticker,industry,sector,hq location,hq address,years on list,ceo,eps,employees,revenues,profits,hq zip,website,market value,global 500 rank,revenue change,profit change,hq state
853,"Annaly Capital Management, Inc.",NLY,Diversified Financials,Financials,"New York, NY",1211 Ave. of the Americas,,Kevin G. Keyes,1.39,189,2339,1433.8,10036,http://www.annaly.com,11321,,106,207.3,NY
854,Kansas City Southern,KSU,Railroads,Transportation,"Kansas City, MO",427 W. 12th St.,,Patrick J. Ottensmeyer,4.43,6820,2334,478.1,64105,http://www.kcsouthern.com,9146,,-3.5,-1.1,MO
855,"Revlon, Inc.",REV,Household and Personal Products,Household Products,"New York, NY",1 New York Plaza,,Fabian T. Garcia,-0.42,7300,2334,-21.9,10004,http://www.revloninc.com,1463,,21.9,-139,NY
856,"AptarGroup, Inc.",ATR,"Packaging, Containers",Materials,"Crystal Lake, IL",475 W. Terra Cotta Ave.,,Stephan B. Tanda,3.17,12700,2331,205.6,60014,http://www.aptar.com,4810,,0.6,3.1,IL
857,"M.D.C. Holdings, Inc.",MDC,Homebuilders,Engineering & Construction,"Denver, CO",4350 S. Monaco St.,,Larry A. Mizel,2,1318,2327,103.2,80237,http://www.richmondamerican.com,1551,,21.9,56.9,CO
858,"Vishay Intertechnology, Inc.",VSH,Semiconductors and Other Electronic Components,Technology,"Malvern, PA",63 Lancaster Ave.,,Gerald Paul,0.32,22100,2323,48.8,19355,http://www.vishay.com,2405,,1,,PA
859,Teradata Corporation,TDC,Information Technology Services,Technology,"Dayton, OH",10000 Innovation Dr.,,Victor L. Lund,0.95,10093,2322,125,45342,http://www.teradata.com,4073,,-8.2,,OH
860,"Spirit Airlines, Inc.",SAVE,Airlines,Transportation,"Miramar, FL",2800 Executive Way,,Robert L. Fornaro,3.76,5159,2322,264.9,33025,http://www.spirit.com,3680,,8.4,-16.5,FL
861,EnerSys,ENS,"Electronics, Electrical Equipment",Industrials,"Reading, PA",2366 Bernville Rd.,,David M. Shaffer,2.99,9400,2316,136.2,19605,http://www.enersys.com,3428,,-7.6,-24.9,PA
862,"Snyder's-Lance, Inc.",LNCE,Food Consumer Products,"Food, Beverages & Tobacco","Charlotte, NC",13024 Ballantyne Corporate Place,,Brian J. Driscoll,0.16,6100,2314,14.9,28277,http://www.snyderslance.com,3890,,39.7,-70.6,NC
863,"Benchmark Electronics, Inc.",BHE,Semiconductors and Other Electronic Components,Technology,"Angleton, TX",3000 Technology Dr.,,Paul J. Tufano,1.29,9900,2310,64,77515,http://www.bench.com,1581,,-9.1,-32.9,TX
864,West Corporation,WSTC,Diversified Outsourcing Services,Business Services,"Omaha, NE",11808 Miracle Hills Dr.,,Thomas B. Barker,2.29,10720,2292,193.4,68154,http://www.west.com,2036,,-3.8,-20,NE
865,"Selective Insurance Group, Inc.",SIGI,Insurance: Property and Casualty (Stock),Financials,"Branchville, NJ",40 Wantage Ave.,,Gregory E. Murphy,2.7,2250,2284,158.5,7890,http://www.selective.com,2746,,7.1,-4.4,NJ
866,Party City Holdco Inc.,PRTY,Specialty Retailers: Other,Retailing,"Elmsford, NY",80 Grasslands Rd.,,James M. Harrison,0.98,14000,2283,117.5,10523,http://www.partycity.com,1679,,-0.5,1023.2,NY
867,The Cheesecake Factory Incorporated,CAKE,Food Services,"Hotels, Restaurants & Leisure","Calabasas Hills, CA",26901 Malibu Hills Rd.,,David M. Overton,2.83,38800,2276,139.5,91301,http://www.thecheesecakefactory.com,3024,,8.3,19.7,CA
868,"Lincoln Electric Holdings, Inc.",LECO,Industrial Machinery,Industrials,"Cleveland, OH",22801 St. Clair Ave.,,Christopher L. Mapes,2.91,9000,2275,198.4,44117,http://www.lincolnelectric.com,5712,,-10.3,55.6,OH
869,The Carlyle Group L.P.,CG,Securities,Financials,"Washington, DC",1001 Pennsylvania Ave. N.W.,,"William E. Conway Jr., David M. Rubenstein",-0.08,1600,2274,6.4,20004,http://www.carlyle.com,1366,,-24.3,,DC
870,"Enable Midstream Partners, LP",ENBL,Pipelines,Energy,"Oklahoma City, OK",211 N. Robinson Ave.,,Rodney J. Sailor,0.69,1600,2272,312,73102,http://www.enablemidstream.com,7217,,-6,,OK
871,"Oceaneering International, Inc.",OII,"Oil and Gas Equipment, Services",Energy,"Houston, TX",11911 FM 529 Rd.,,Roderick A. Larson,0.25,9300,2272,24.6,77041,http://www.oceaneering.com,2661,,-25.8,-89.4,TX
872,Vista Outdoor Inc.,VSTO,Miscellaneous,Household Products,"Farmington, UT","262 N. University Ave,",,Michael Callahan,2.35,5800,2271,147,84025,http://www.vistaoutdoor.com,1175,,9,84.9,UT
873,The Middleby Corporation,MIDD,Industrial Machinery,Industrials,"Elgin, IL",1400 Toastmaster Dr.,,Selim A. Bassoul,4.98,8026,2268,284.2,60120,http://www.middleby.com,7841,,24.2,48.3,IL
874,"Herman Miller, Inc.",MLHR,"Home Equipment, Furnishings",Household Products,"Zeeland, MI",855 E. Main Ave.,,Brian C. Walker,2.26,7607,2265,136.7,49464,http://www.hermanmiller.com,1890,,5.7,40.2,MI
875,"PerkinElmer, Inc.",PKI,"Scientific, Photographic and Control Equipment",Technology,"Waltham, MA",940 Winter St.,,Robert F. Friel,2.12,8000,2262,234.3,2451,http://www.perkinelmer.com,6374,,,10.3,MA
876,OGE Energy Corp.,OGE,Utilities: Gas and Electric,Energy,"Oklahoma City, OK",321 N. Harvey Ave.,,Sean R. Trauschke,1.69,2453,2259,338.2,73102,http://www.oge.com,6986,,2.8,24.7,OK
877,"PCM, Inc",PCMI,Wholesalers: Electronics and Office Equipment,Wholesalers,"El Segundo, CA",1940 E. Mariposa Ave.,,Frank F. Khulusi,1.4,3611,2251,17.6,90245,http://www.pcm.com,350,,35.4,,CA
878,Louisiana-Pacific Corporation,LPX,"Building Materials, Glass",Materials,"Nashville, TN",414 Union St.,,W. Bradley Southern,1.03,4800,2233,149.8,37219,http://www.lpcorp.com,3590,,18,,TN
879,MPM Holdings Inc.,MPMQ,Chemicals,Chemicals,"Waterford, NY",260 Hudson River Rd.,,John G. Boss,-3.39,4900,2233,-163,12188,http://www.momentive.com,452,,-2.4,,NY
880,Knights of Columbus,,"Insurance: Life, Health (Mutual)",Financials,"New Haven, CT",1 Columbus Plaza,,Carl A. Anderson,,903,2228,88.7,6510,http://www.kofc.org,,,2.2,30.8,CT
881,"Apollo Global Management, LLC",APO,Securities,Financials,"New York, NY",9 W. 57th St.,,Leon D. Black,2.11,986,2222,402.9,10019,http://www.agm.com,4510,,85.1,199.5,NY
882,"Donaldson Company, Inc.",DCI,Industrial Machinery,Industrials,"Minneapolis, MN",1400 W. 94th St.,,Tod E. Carpenter,1.42,11700,2220,190.8,55431,http://www.donaldson.com,6013,,-6.4,-8.3,MN
883,American Equity Investment Life Holding Company,AEL,"Insurance: Life, Health (Stock)",Financials,"West Des Moines, IA",6000 Westown Pkwy.,,John M. Matovina,0.97,530,2220,83.2,50266,http://www.american-equity.com,2086,,46.2,-62.1,IA
884,"Super Micro Computer, Inc.",SMCI,"Computers, Office Equipment",Technology,"San Jose, CA",980 Rock Ave.,,Charles Liang,1.39,2699,2216,72,95131,http://www.supermicro.com,1224,,11.3,-29.3,CA
885,"Xilinx, Inc.",XLNX,Semiconductors and Other Electronic Components,Technology,"San Jose, CA",2100 Logic Dr.,,Moshe N. Gavrielov,2.05,3458,2214,550.9,95124,http://www.xilinx.com,14411,,-6.9,-15,CA
886,Tupperware Brands Corporation,TUP,Household and Personal Products,Household Products,"Orlando, FL",14901 S. Orange Blossom Trail,,E. V. Goings,4.41,13000,2213,223.6,32837,http://www.tupperwarebrands.com,3178,,-3.1,20.3,FL
887,"Guess?, Inc.",GES,Specialty Retailers: Apparel,Retailing,"Los Angeles, CA",1444 S. Alameda St.,,Victor Herrero,0.27,14300,2209,22.8,90021,http://www.guess.com,923,,0.2,-72.2,CA
888,"Nu Skin Enterprises, Inc.",NUS,Household and Personal Products,Household Products,"Provo, UT",75 W. Center St.,,Ritch N. Wood,2.55,32250,2208,143.1,84601,http://www.nuskinenterprises.com,2934,,-1.7,7.5,UT
889,"Magellan Midstream Partners, L.P.",MMP,Pipelines,Energy,"Tulsa, OK",1 Williams Center,,Michael N. Mears,3.52,1747,2205,802.8,74172,http://www.magellanlp.com,17537,,0.8,-2,OK
890,HNI Corporation,HNI,"Home Equipment, Furnishings",Household Products,"Muscatine, IA",408 E. Second St.,,Stanley A. Askren,1.88,9150,2204,85.6,52761,http://www.hnicorp.com,2032,,-4.4,-18.8,IA
891,"Maxim Integrated Products, Inc.",MXIM,Semiconductors and Other Electronic Components,Technology,"San Jose, CA",160 Rio Robles,,Tunc Doluca,0.79,7213,2195,227.5,95134,http://www.maximintegrated.com,12710,,-4.9,10.4,CA
892,"Affiliated Managers Group, Inc.",AMG,Securities,Financials,"West Palm Beach, FL",777 S. Flagler Dr.,,Sean M. Healey,8.57,4100,2195,472.8,33401,http://www.amg.com,9279,,-11.7,-7.2,FL
893,"Express, Inc.",EXPR,Specialty Retailers: Apparel,Retailing,"Columbus, OH",1 Express Dr.,,David G. Kornberg,0.73,10182,2193,57.4,43230,http://www.express.com,714,,-6.7,-50.7,OH
894,Boyd Gaming Corporation,BYD,"Hotels, Casinos, Resorts","Hotels, Restaurants & Leisure","Las Vegas, NV",3883 Howard Hughes Pkwy.,,Keith E. Smith,3.63,19932,2184,418,89169,http://www.boydgaming.com,2492,,-0.7,785,NV
895,"The GEO Group, Inc.",GEO,Miscellaneous,Business Services,"Boca Raton, FL",621 N.W. 53rd St.,,George C. Zoley,1.33,19370,2180,148.7,33487,http://www.geogroup.com,3810,,18.2,6.7,FL
896,Tribune Media Company,TRCO,Entertainment,Media,"Chicago, IL",435 N. Michigan Ave.,,Peter M. Kern,0.16,8200,2174,14.2,60611,http://www.tribunemedia.com,3237,,8.1,,IL
897,Microchip Technology Incorporated,MCHP,Semiconductors and Other Electronic Components,Technology,"Chandler, AZ",2355 W. Chandler Blvd.,,Steve Sanghi,1.49,9766,2173,324.1,85224,http://www.microchip.com,15968,,1.2,-12.2,AZ
898,"Fitbit, Inc.",FIT,"Electronics, Electrical Equipment",Technology,"San Francisco, CA",405 Howard St.,,James Park,-0.47,1753,2170,-102.8,94105,http://www.fitbit.com,1345,,16.8,-158.5,CA
899,Waters Corporation,WAT,"Scientific, Photographic and Control Equipment",Technology,"Milford, MA",34 Maple St.,,Christopher J. O'Connell,6.41,6899,2167,521.5,1757,http://www.waters.com,12517,,6.1,11.2,MA
900,Teledyne Technologies Incorporated,TDY,"Scientific, Photographic and Control Equipment",Technology,"Thousand Oaks, CA",1049 Camino Dos Rios,,Robert Mehrabian,5.37,8970,2150,190.9,91360,http://www.teledyne.com,4454,,-6.4,-2.5,CA
901,"Digital Realty Trust, Inc.",DLR,Real Estate,Financials,"San Francisco, CA",4 Embarcadero Center,0,,0,0,0,0,,,0,0,0,0,
902,RH,RH,Specialty Retailers: Other,Retailing,"Corte Madera, CA",15 Koch Rd.,,Gary G. Friedman,0.13,4600,2135,5.4,94925,http://www.restorationhardware.com,1661,,1.2,-94.1,CA
903,"Fred's, Inc.",FRED,Food and Drug Stores,Food & Drug Stores,"Memphis, TN",4300 New Getwell Rd.,,Michael K. Bloom,-1.8,7324,2125,-66.5,38118,http://www.fredsinc.com,490,,-1.2,,TN
904,Universal Corporation,UVV,Tobacco,"Food, Beverages & Tobacco","Richmond, VA",9201 Forest Hill Ave.,,George C. Freeman III,3.92,24000,2120,109,23235,http://www.universalcorp.com,1788,,-6.7,-4.9,VA
905,"CDK Global, Inc.",CDK,Computer Software,Technology,"Hoffman Estates, IL",1950 Hassell Rd.,,Brian P. MacDonald,1.51,8700,2115,239.3,60169,http://www.cdkglobal.com,9427,,,,IL
906,IDEX Corporation,IEX,Industrial Machinery,Industrials,"Lake Forest, IL",1925 W. Field Court,,Andrew K. Silvernail,3.53,7158,2113,271.1,60045,http://www.idexcorp.com,7137,,4.6,-4.1,IL
907,Cliffs Natural Resources Inc.,CLF,"Mining, Crude-Oil Production",Energy,"Cleveland, OH",200 Public Sq.,,Lourenco C. Goncalves,0.87,2927,2109,174.1,44114,http://www.cliffsnaturalresources.com,2433,,-12.8,,OH
908,Curtiss-Wright Corporation,CW,Aerospace and Defense,Aerospace & Defense,"Charlotte, NC",13925 Ballantyne Corporate Place,,David C. Adams,4.15,8000,2109,187.3,28277,http://www.curtisswright.com,4044,,-6.8,28.8,NC
909,"Verisk Analytics, Inc.",VRSK,Financial Data Services,Business Services,"Jersey City, NJ",545 Washington Blvd.,,Scott G. Stephenson,3.45,6231,2108,591.2,7310,http://www.verisk.com,13500,,1.9,16.5,NJ
910,NOW INC.,DNOW,Wholesalers: Diversified,Wholesalers,"Houston, TX",7402 N. Eldridge Pkwy.,,Robert R. Workman,-2.18,4350,2107,-234,77041,http://www.distributionnow.com,1823,,-30,,TX
911,"Apollo Education Group, Inc.",,Education,Business Services,"Phoenix, AZ",4025 S. Riverpoint Pkwy.,,Gregory W. Cappelli,-0.78,18500,2105,-84.6,85040,http://www.apollo.edu,,,-18.8,-384.2,AZ
912,Kennametal Inc.,KMT,Industrial Machinery,Industrials,"Pittsburgh, PA",600 Grant St.,,Christopher Rossi,-2.83,11178,2098,-226,15219,http://www.kennametal.com,3146,,-20.7,,PA
913,H.B. Fuller Company,FUL,Chemicals,Chemicals,"St. Paul, MN",1200 Willow Lake Blvd.,,James J. Owens,2.42,4587,2095,124.1,55110,http://www.hbfuller.com,2605,,0.5,43.2,MN
914,PharMerica Corporation,PMC,Health Care: Pharmacy and Other Services,Health Care,"Louisville, KY",1901 Campus Place,,Gregory S. Weishar,0.69,5100,2091,21.6,40299,http://www.pharmerica.com,721,,3.1,-38.5,KY
915,"Engility Holdings, Inc.",EGL,Information Technology Services,Technology,"Chantilly, VA",4803 Stonecraft Blvd.,,Lynn A. Dugle,-0.29,9100,2076,-10.8,20151,http://www.engilitycorp.com,1064,,-0.4,,VA
916,"Sears Hometown and Outlet Stores, Inc.",SHOS,Specialty Retailers: Other,Retailing,"Hoffman Estates, IL",5500 Trillium Blvd.,,William A. Powell,-5.81,2592,2070,-131.9,60192,http://www.shos.com,89,,-9.5,,IL
917,"Bio-Rad Laboratories, Inc.",BIO,"Scientific, Photographic and Control Equipment",Health Care,"Hercules, CA",1000 Alfred Nobel Dr.,,Norman A. Schwartz,0.95,8250,2068,28.1,94547,http://www.bio-rad.com,5897,,2.4,-75.1,CA
918,Federated Mutual Insurance Company,,Insurance: Property and Casualty (Mutual),Financials,"Owatonna, MN",121 E. Park Sq.,,Jeffrey E. Fetters,,2331,2062,228.7,55060,http://www.federatedinsurance.com,,,10.1,-1.4,MN
919,"Mueller Industries, Inc.",MLI,Industrial Machinery,Industrials,"Memphis, TN",8285 Tournament Dr.,,Gregory L. Christopher,1.74,4244,2056,99.7,38125,http://www.muellerindustries.com,1972,,-2.1,13.5,TN
920,"Red Hat, Inc.",RHT,Computer Software,Technology,"Raleigh, NC",100 E. Davie St.,,James M. Whitehurst,1.07,8800,2052,199.4,27601,http://www.redhat.com,15422,,14.7,10.6,NC
921,NewMarket Corporation,NEU,Chemicals,Chemicals,"Richmond, VA",330 S. Fourth St.,,Thomas E. Gottwald,20.54,1998,2050,243.4,23219,http://www.newmarket.com,5372,,-4.3,2,VA
922,Hospitality Properties Trust,HPT,Real Estate,Financials,"Newton, MA",255 Washington St.,,John G. Murray,1.3,450,2047,223.1,2458,http://www.hptreit.com,5179,,6.5,34.1,MA
923,"AvalonBay Communities, Inc.",AVB,Real Estate,Financials,"Arlington, VA",671 N. Glebe Rd.,,Timothy J. Naughton,7.52,3071,2045,1034,22203,http://www.avalonbay.com,25214,,10.2,39.3,VA
924,"Renewable Energy Group, Inc.",REGI,Energy,Energy,"Ames, IA",416 S. Bell Ave.,,Randolph L. Howard,1.06,703,2041,44.3,50010,http://www.regi.com,403,,47.1,,IA
925,CONSOL Energy Inc.,CNX,"Mining, Crude-Oil Production",Energy,"Canonsburg, PA",1000 Consol Energy Dr.,,Nicholas J. DeIuliis,-3.7,2307,2040,-848.1,15317,http://www.consolenergy.com,3850,,-34.5,,PA
926,"Ferrellgas Partners, L.P.",FGP,Energy,Energy,"Overland Park, KS",7500 College Blvd.,,James E. Ferrell,-6.68,3908,2039,-665.4,66210,http://www.ferrellgas.com,583,,0.7,-2346.5,KS
927,"Tower International, Inc.",TOWR,Motor Vehicles and Parts,Motor Vehicles & Parts,"Livonia, MI",17672 Laurel Park Dr. N.,,James C. Gouin,1.82,7900,2033,38.6,48152,http://www.towerinternational.com,554,,-0.4,-80.1,MI
928,"Autodesk, Inc.",ADSK,Computer Software,Technology,"San Rafael, CA",111 McInnis Pkwy.,,Andrew Anagnost,-2.61,9000,2031,-582.1,94903,http://www.autodesk.com,19097,,-18.9,,CA
929,99 Cents Only Stores LLC,,Specialty Retailers: Other,Retailing,"Commerce, CA",4000 Union Pacific Ave.,,Geoffrey J. Covert,,17000,2027,-108.9,90023,http://www.99only.com,,,1.2,,CA
930,E*Trade Financial Corporation,ETFC,Securities,Financials,"New York, NY",1271 Ave. of the Americas,0,,0,0,0,0,,,0,0,0,0,
931,"Woodward, Inc.",WWD,Aerospace and Defense,Aerospace & Defense,"Fort Collins, CO",1081 Woodward Way,,Thomas A. Gendron,2.85,6852,2023,180.8,80524,http://www.woodward.com,4173,,-0.7,-0.3,CO
932,Esterline Technologies Corporation,ESL,Aerospace and Defense,Aerospace & Defense,"Bellevue, WA",500 108th Ave. N.E.,,Curtis C. Reusser,3.42,13572,2015,101.7,98004,http://www.esterline.com,2555,,-3.4,16.1,WA
933,"Itron, Inc.",ITRI,"Electronics, Electrical Equipment",Industrials,"Liberty Lake, WA",2111 N. Molter Rd.,,Philip C. Mezey,0.82,6750,2013,31.8,99019,http://www.itron.com,2346,,6.9,150.6,WA
934,"Werner Enterprises, Inc.",WERN,"Trucking, Truck Leasing",Transportation,"Omaha, NE",14507 Frontier Rd.,,Derek J. Leathers,1.09,11738,2009,79.1,68138,http://www.werner.com,1891,,-4,-36,NE
935,Stewart Information Services Corporation,STC,Insurance: Property and Casualty (Stock),Financials,"Houston, TX",1980 Post Oak Blvd.,,Matthew W. Morris,1.85,6350,2007,55.5,77056,http://www.stewart.com,1045,,-1.3,,TX
936,Hexcel Corporation,HXL,Aerospace and Defense,Aerospace & Defense,"Stamford, CT",281 Tresser Blvd.,,Nick L. Stanage,2.65,6155,2004,249.8,6901,http://www.hexcel.com,4952,,7.7,5.3,CT
937,Genesee & Wyoming Inc.,GWR,Railroads,Transportation,"Darien, CT",20 West Ave.,,John C. Hellmann,2.42,7300,2002,141.1,6820,http://www.gwrr.com,4216,,0.1,-37.3,CT
938,Primoris Services Corporation,PRIM,"Engineering, Construction",Engineering & Construction,"Dallas, TX",2100 McKinney Ave.,,David L. King,0.51,7926,1997,26.7,75201,http://www.primoriscorp.com,1197,,3.5,-27.5,TX
939,"SPX FLOW, INC.",FLOW,Industrial Machinery,Industrials,"Charlotte, NC",13320 Ballantyne Corporate Place,,Marcus G. Michael,-9.23,7000,1996,-381.8,28277,http://www.spxflow.com,1467,,-16.4,-536.3,NC
940,"F5 Networks, Inc.",FFIV,Network and Other Communications Equipment,Technology,"Seattle, WA",401 Elliott Ave. W.,,Francois Locoh-Donou,5.38,4395,1995,365.9,98119,http://www.f5.com,9237,,3.9,0.2,WA
941,"VeriFone Systems, Inc.",PAY,Computer Peripherals,Technology,"San Jose, CA",88 W. Plumeria Dr.,,Paul S. Galant,-0.08,5900,1992,-9.3,95134,http://www.verifone.com,2091,,-0.4,-111.7,CA
942,"Texas Roadhouse, Inc.",TXRH,Food Services,"Hotels, Restaurants & Leisure","Louisville, KY",6040 Dutchmans Lane,,W. Kent Taylor,1.63,27550,1991,115.6,40205,http://www.texasroadhouse.com,3150,,10.1,19.3,KY
943,NLV Financial Corporation,,"Insurance: Life, Health (Stock)",Financials,"Montpelier, VT",1 National Life Dr.,,Mehran Assadi,,1058,1989,156.1,5604,http://www.nationallifegroup.com,,,16.5,42.8,VT
944,"Buffalo Wild Wings, Inc.",BWLD,Food Services,"Hotels, Restaurants & Leisure","Minneapolis, MN",5500 Wayzata Blvd.,0,,0,0,0,0,,,0,0,0,0,
945,"Continental Resources, Inc.",CLR,"Mining, Crude-Oil Production",Energy,"Oklahoma City, OK",20 N. Broadway,,Harold G. Hamm,-1.08,1080,1980,-399.7,73102,http://www.clr.com,17009,,-26.1,,OK
946,"Arch Coal, Inc.",ARCH,"Mining, Crude-Oil Production",Energy,"St. Louis, MO",1 CityPlace Dr.,,John W. Eaves,,4025,1974,,63141,http://www.archcoal.com,1724,,-23.3,,MO
947,"Roadrunner Transportation Systems, Inc.",RRTS,Transportation and Logistics,Transportation,"Cudahy, WI",4900 S. Pennsylvania Ave.,,Curtis W. Stoelting,0.65,4502,1972,24.9,53110,http://www.rrts.com,263,,-1.1,-48.1,WI
948,"The Cooper Companies, Inc.",COO,Medical Products and Equipment,Health Care,"Pleasanton, CA",6140 Stoneridge Mall Rd.,,Robert S. Weiss,5.59,10600,1967,273.9,94588,http://www.coopercos.com,9782,,9.4,34.6,CA
949,"hhgregg, Inc.",HGGGQ,Specialty Retailers: Other,Retailing,"Indianapolis, IN",4151 E. 96th St.,,Kevin J. Kovacs,-1.98,4412,1960,-54.9,46240,http://www.hhgregg.com,4,,-8,,IN
950,"Euronet Worldwide, Inc.",EEFT,Financial Data Services,Business Services,"Leawood, KS",3500 College Blvd.,,Michael J. Brown,3.23,6200,1959,174.4,66211,http://www.euronetworldwide.com,4478,,10.5,76.5,KS
951,Griffon Corp.,GFF,"Building Materials, Glass",Materials,"New York, NY",712 Fifth Ave.,,Ronald J. Kramer,0.68,6000,1957,30,10019,http://www.griffon.com,1165,,-2.9,-12.5,NY
952,"CoreLogic, Inc.",CLGX,Financial Data Services,Business Services,"Irvine, CA",40 Pacifica,0,,0,0,0,0,,,0,0,0,0,
953,"Nuance Communications, Inc.",NUAN,Computer Software,Technology,"Burlington, MA",1 Wayside Rd.,,Paul A. Ricci,-0.04,13200,1949,-12.5,1803,http://www.nuance.com,5047,,0.9,,MA
954,"Matson, Inc.",MATX,Miscellaneous,Transportation,"Honolulu, HI",1411 Sand Island Pkwy.,,Matthew J. Cox,1.85,1925,1942,80.5,96819,http://www.matson.com,1370,,3,-21.8,HI
955,"Popular, Inc.",BPOP,Commercial Banks,Financials,"Hato Rey, PR",209 Munoz Rivera Ave.,,Ignacio Alvarez,2.06,7828,1933,216.7,918,http://www.popular.com,4228,,-9,-75.8,PR
956,"Alliance Holdings GP, L.P.",AHGP,"Mining, Crude-Oil Production",Energy,"Tulsa, OK",1717 S. Boulder Ave.,,Joseph W. Craft III,3.11,3324,1931,185.9,74119,http://www.ahgp.com,1642,,-15.1,-12,OK
957,"REV Group, Inc.",REVG,Motor Vehicles and Parts,Motor Vehicles & Parts,"Milwaukee, WI",111 E. Kilbourn Ave.,,Timothy W. Sullivan,,6000,1926,30.2,53202,http://www.revgroup.com,1757,,11,32,WI
958,Rexnord Corporation,RXN,Industrial Machinery,Industrials,"Milwaukee, WI",247 Freshwater Way,,Todd A. Adams,0.66,7700,1924,67.9,53204,http://www.rexnord.com,2387,,-7.7,-19,WI
959,Cypress Semiconductor Corporation,CY,Semiconductors and Other Electronic Components,Technology,"San Jose, CA",198 Champion Court,,Hassane El-Khoury,-2.15,6546,1923,-686.3,95134,http://www.cypress.com,4512,,19.6,,CA
960,Portland General Electric Company,POR,Utilities: Gas and Electric,Energy,"Portland, OR",121 S.W. Salmon St.,,James J. Piro,2.16,2752,1923,193,97204,http://www.portlandgeneral.com,3956,,1.3,12.2,OR
961,"Ply Gem Holdings, Inc.",PGEM,"Building Materials, Glass",Materials,"Cary, NC",5020 Weston Pkwy.,,Gary E. Robinette,1.1,8975,1912,75.5,27513,http://www.plygem.com,1348,,3.9,133.8,NC
962,"Cal-Maine Foods, Inc.",CALM,Food Production,"Food, Beverages & Tobacco","Jackson, MS",3320 Woodrow Wilson Ave.,,Adolphus B. Baker,6.53,3210,1909,316,39209,http://www.calmainefoods.com,1788,,21.1,96,MS
963,"Alliance One International, Inc.",AOI,Tobacco,"Food, Beverages & Tobacco","Morrisville, NC",8001 Aerial Center Pkwy.,,J. Pieter Sikkel,7.38,5670,1905,65.5,27560,http://www.aointl.com,115,,-7.9,,NC
964,"AMN Healthcare Services, Inc.",AMN,Health Care: Pharmacy and Other Services,Health Care,"San Diego, CA",12400 High Bluff Dr.,,Susan R. Salka,2.15,2990,1902,105.8,92130,http://www.amnhealthcare.com,1943,,30,29.2,CA
965,American Greetings Corporation,,"Publishing, Printing",Media,"Cleveland, OH",1 American Rd.,,"Jeffrey M. Weiss, Zev Weiss",,17250,1901,129.8,44144,http://www.americangreetings.com,,,-5.5,99.4,OH
966,"Blackhawk Network Holdings, Inc.",HAWK,Financial Data Services,Business Services,"Pleasanton, CA",6220 Stoneridge Mall Rd.,,Talbott Roche,0.08,3191,1900,4.7,94588,http://www.blackhawknetwork.com,2264,,5.5,-89.8,CA
